,ASIN,product_name,item_model_nr,package_dimensions,product_dimensions,best_sellers_rank,ratings,rating_details,batteries,date_first_available,discontinued_by_mfg,seller,seller_link,freq_bought,link_to_all_reviews
1039,B07V2JMPT5,Disney Pixar Cars Lightning McQueen Kid Safe Headphones Volume Limiting,HP-0062-CARS,8.5 x 6.65 x 2.65 inches,,,,"[{'info': '3.3 out of 5 stars', 'value': '88 ratings'}]",,"July 11, 2019",,Joaqui,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3J6TDIEMPE4AX&isAmazonFulfilled=1,"[{'info': 'Kids Headphones for Kids Lion King Adjustable Stereo Tangle-Free 3.5mm Jack Wired Cord Over Ear…', 'value': '/Headphones-Adjustable-Tangle-Free-Children-Parental/dp/B07NFCKPCS/ref=pd_bxgy_2/138-4848319-7336647?_encoding=UTF8&pd_rd_i=B07NFCKPCS&pd_rd_r=124c3af3-bd75-497f-9cca-ab69cec82a43&pd_rd_w=SWtS7&pd_rd_wg=UkUoh&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=PFAH08AACTCS9YH67TWX&psc=1&refRID=PFAH08AACTCS9YH67TWX'}]",https://www.amazon.com/Disney-Lightning-McQueen-Headphones-Limiting/product-reviews/B07V2JMPT5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1040,B07V2YH953,"QC35 QC25 Replacement Cable Headphone Audio Cord Compatible with Bose QuietComfort25/35, OE2/OE2i, Soundlink/SoundTrue Headphones, Mic Volume Control for Apple and Android Devices (Black)",,5.8 x 3.1 x 0.2 inches,,,,"[{'info': '3.9 out of 5 stars', 'value': '182 ratings'}]",,"July 8, 2019",,IGRONE,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=ABQ9LCJ4M7ISO&isAmazonFulfilled=1,"[{'info': 'Professional Headphones Ear Pads Cushions Replacement - Earpads Compatible with Bose QuietComfort 15…', 'value': '/Professional-Bose-Headphones-Cushions-Replacement/dp/B07TX9DN24/ref=pd_bxgy_2/145-4828748-0286459?_encoding=UTF8&pd_rd_i=B07TX9DN24&pd_rd_r=bc39dcbf-a2fd-4c58-b3fe-996cad81a212&pd_rd_w=qjF7j&pd_rd_wg=slg8h&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=119YQRZZCTQR9H0FCY6X&psc=1&refRID=119YQRZZCTQR9H0FCY6X'}]",
1041,B07V32FDY5,"Wireless Earbuds Bluetooth 5.0 Headphones, 120H Playtime Deep Bass Stereo Sound Earbuds with Microphone, IPX8 Waterproof Headphones with Charging Case for Sports",E-C5,,3.15 x 1.97 x 0.79 ,,,"[{'info': '3.9 out of 5 stars', 'value': '11,013 ratings'}]",2 Lithium Polymer batteries required. (included),"July 8, 2019",,ou sai,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2K6OV57X3CK1V&isAmazonFulfilled=1,"[{'info': 'iLuv TB100 Rose Gold True Wireless Earbuds Cordless in-Ear Bluetooth 5.0 with Hands-Free Call MEMS…', 'value': '/Hands-Free-Microphone-Waterproof-Protection-High-Fidelity/dp/B082XGZ455/ref=pd_bxgy_2/131-9323911-8918356?_encoding=UTF8&pd_rd_i=B082XGZ455&pd_rd_r=0ec8fa48-9078-479a-9c7a-44b65bc439c2&pd_rd_w=gMvnB&pd_rd_wg=Itd3i&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=4NK69JT30PQN2G223RZA&psc=1&refRID=4NK69JT30PQN2G223RZA'}]",https://www.amazon.com/Wireless-Bluetooth-Headphones-Microphone-Waterproof/product-reviews/B07V32FDY5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1042,B07V38STVL,"TREBLAB Z2 - Bluetooth Headphones Over Ear | 35H Battery Life | Active Noise Cancelling Headphones with Microphone | Wireless Headphones for Work, Travel, TV, PC, Phone Calls",Z2,,6.4 x 3.2 x 8 ,,,"[{'info': '4.4 out of 5 stars', 'value': '3,054 ratings'}]",1 Lithium ion batteries required. (included),"July 9, 2019",,Brand: Treblab,/Treblab/b/ref=bl_dp_s_web_13884770011?ie=UTF8&node=13884770011&field-lbr_brands_browse-bin=Treblab,"[{'info': 'True Wireless Earbuds TREBLAB X5 Bluetooth 5.0 with Microphone 35H Playtime Noise Cancelling…', 'value': '/TREBLAB-X5-Microphone-Bluetooth-Listening/dp/B086WL5VJ9/ref=pd_bxgy_2/140-4130224-7957754?_encoding=UTF8&pd_rd_i=B086WL5VJ9&pd_rd_r=81bb7db1-bc1d-48e8-aea3-30bcbb3c1d64&pd_rd_w=9JlRl&pd_rd_wg=ZLPG8&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=HBYDM2BTNJ5BCP5MB99F&psc=1&refRID=HBYDM2BTNJ5BCP5MB99F'}]",/TREBLAB-Z2-Headphones-Cancelling-Auriculares/product-reviews/B07V38STVL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1043,B07V38STVL,"TREBLAB Z2 - Bluetooth Headphones Over Ear | 35H Battery Life | Active Noise Cancelling Headphones with Microphone | Wireless Headphones for Work, Travel, TV, PC, Phone Calls",Z2,,6.4 x 3.2 x 8 ,,,"[{'info': '4.4 out of 5 stars', 'value': '3,056 ratings'}]",1 Lithium ion batteries required. (included),"July 9, 2019",,Brand: Treblab,/Treblab/b/ref=bl_dp_s_web_13884770011?ie=UTF8&node=13884770011&field-lbr_brands_browse-bin=Treblab,"[{'info': 'True Wireless Earbuds TREBLAB X5 Bluetooth 5.0 with Microphone 35H Playtime Noise Cancelling…', 'value': '/TREBLAB-X5-Microphone-Bluetooth-Listening/dp/B086WL5VJ9/ref=pd_bxgy_2/141-5533852-7148431?_encoding=UTF8&pd_rd_i=B086WL5VJ9&pd_rd_r=b6569f78-fb80-4190-8341-9d8fa9852ec7&pd_rd_w=h3Xbd&pd_rd_wg=rIJyg&pf_rd_p=bd257e40-8799-42ac-88d0-f76e0faf3886&pf_rd_r=RFP2HE5R5AXWKJHSFWDY&psc=1&refRID=RFP2HE5R5AXWKJHSFWDY'}]",/TREBLAB-Z2-Headphones-Cancelling-Auriculares/product-reviews/B07V38STVL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1044,B07V38STVL,"TREBLAB Z2 - Bluetooth Headphones Over Ear | 35H Battery Life | Active Noise Cancelling Headphones with Microphone | Wireless Headphones for Work, Travel, TV, PC, Phone Calls",Z2,,6.4 x 3.2 x 8 ,,,"[{'info': '4.4 out of 5 stars', 'value': '3,056 ratings'}]",1 Lithium ion batteries required. (included),"July 9, 2019",,Brand: Treblab,/Treblab/b/ref=bl_dp_s_web_13884770011?ie=UTF8&node=13884770011&field-lbr_brands_browse-bin=Treblab,"[{'info': 'True Wireless Earbuds TREBLAB X5 Bluetooth 5.0 with Microphone 35H Playtime Noise Cancelling…', 'value': '/TREBLAB-X5-Microphone-Bluetooth-Listening/dp/B086WL5VJ9/ref=pd_bxgy_2/142-4656494-0169916?_encoding=UTF8&pd_rd_i=B086WL5VJ9&pd_rd_r=b0f5a093-71d0-4a03-a30d-9228026763f8&pd_rd_w=Rgjjs&pd_rd_wg=kDCxI&pf_rd_p=bd257e40-8799-42ac-88d0-f76e0faf3886&pf_rd_r=DN26HFDMGCYD1G2369GQ&psc=1&refRID=DN26HFDMGCYD1G2369GQ'}]",/TREBLAB-Z2-Headphones-Cancelling-Auriculares/product-reviews/B07V38STVL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1045,B07V38STVL,"TREBLAB Z2 - Bluetooth Headphones Over Ear | 35H Battery Life | Active Noise Cancelling Headphones with Microphone | Wireless Headphones for Work, Travel, TV, PC, Phone Calls",Z2,,6.4 x 3.2 x 8 ,,,"[{'info': '4.4 out of 5 stars', 'value': '3,053 ratings'}]",1 Lithium ion batteries required. (included),"July 9, 2019",,Brand: Treblab,/Treblab/b/ref=bl_dp_s_web_13884770011?ie=UTF8&node=13884770011&field-lbr_brands_browse-bin=Treblab,"[{'info': 'True Wireless Earbuds TREBLAB X5 Bluetooth 5.0 with Microphone 35H Playtime Noise Cancelling…', 'value': '/TREBLAB-X5-Microphone-Bluetooth-Listening/dp/B086WL5VJ9/ref=pd_bxgy_2/135-6358564-8121038?_encoding=UTF8&pd_rd_i=B086WL5VJ9&pd_rd_r=3df423ab-809d-4385-89c4-857e06c701dd&pd_rd_w=nJ37Y&pd_rd_wg=IZOU1&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=NKAR2208BFJZ6KD5V9FC&psc=1&refRID=NKAR2208BFJZ6KD5V9FC'}]",/TREBLAB-Z2-Headphones-Cancelling-Auriculares/product-reviews/B07V38STVL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1046,B07V38STVL,"TREBLAB Z2 - Bluetooth Headphones Over Ear | 35H Battery Life | Active Noise Cancelling Headphones with Microphone | Wireless Headphones for Work, Travel, TV, PC, Phone Calls",Z2,,6.4 x 3.2 x 8 ,,,"[{'info': '4.4 out of 5 stars', 'value': '3,053 ratings'}]",1 Lithium ion batteries required. (included),"July 9, 2019",,Brand: Treblab,/Treblab/b/ref=bl_dp_s_web_13884770011?ie=UTF8&node=13884770011&field-lbr_brands_browse-bin=Treblab,"[{'info': 'True Wireless Earbuds TREBLAB X5 Bluetooth 5.0 with Microphone 35H Playtime Noise Cancelling…', 'value': '/TREBLAB-X5-Microphone-Bluetooth-Listening/dp/B086WL5VJ9/ref=pd_bxgy_2/145-6547721-7586612?_encoding=UTF8&pd_rd_i=B086WL5VJ9&pd_rd_r=93f0f09e-3c0b-443a-84b6-0b4153abf8b0&pd_rd_w=URzWD&pd_rd_wg=Wp1Z1&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=QHN274X3X1DERBDMH9MZ&psc=1&refRID=QHN274X3X1DERBDMH9MZ'}]",/TREBLAB-Z2-Headphones-Cancelling-Auriculares/product-reviews/B07V38STVL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1047,B07V38STVL,"TREBLAB Z2 - Bluetooth Headphones Over Ear | 35H Battery Life | Active Noise Cancelling Headphones with Microphone | Wireless Headphones for Work, Travel, TV, PC, Phone Calls",Z2,,6.4 x 3.2 x 8 ,,,"[{'info': '4.4 out of 5 stars', 'value': '3,054 ratings'}]",1 Lithium ion batteries required. (included),"July 9, 2019",,Brand: Treblab,/Treblab/b/ref=bl_dp_s_web_13884770011?ie=UTF8&node=13884770011&field-lbr_brands_browse-bin=Treblab,"[{'info': 'True Wireless Earbuds TREBLAB X5 Bluetooth 5.0 with Microphone 35H Playtime Noise Cancelling…', 'value': '/TREBLAB-X5-Microphone-Bluetooth-Listening/dp/B086WL5VJ9/ref=pd_bxgy_2/139-3783434-5504630?_encoding=UTF8&pd_rd_i=B086WL5VJ9&pd_rd_r=10063d47-64e9-4719-84e7-1ee1edc4b43e&pd_rd_w=PSxiw&pd_rd_wg=9rFB7&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=GBHSN5VKK823QVHKB937&psc=1&refRID=GBHSN5VKK823QVHKB937'}]",/TREBLAB-Z2-Headphones-Cancelling-Auriculares/product-reviews/B07V38STVL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1048,B07V38STVL,"TREBLAB Z2 - Bluetooth Headphones Over Ear | 35H Battery Life | Active Noise Cancelling Headphones with Microphone | Wireless Headphones for Work, Travel, TV, PC, Phone Calls",Z2,,6.4 x 3.2 x 8 ,,,"[{'info': '4.4 out of 5 stars', 'value': '3,054 ratings'}]",1 Lithium ion batteries required. (included),"July 9, 2019",,Brand: Treblab,/Treblab/b/ref=bl_dp_s_web_13884770011?ie=UTF8&node=13884770011&field-lbr_brands_browse-bin=Treblab,"[{'info': 'True Wireless Earbuds TREBLAB X5 Bluetooth 5.0 with Microphone 35H Playtime Noise Cancelling…', 'value': '/TREBLAB-X5-Microphone-Bluetooth-Listening/dp/B086WL5VJ9/ref=pd_bxgy_2/141-0434343-7933636?_encoding=UTF8&pd_rd_i=B086WL5VJ9&pd_rd_r=6fa44d3d-bf30-4846-a665-4300c7fc3371&pd_rd_w=k5hxh&pd_rd_wg=0sv4j&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=B3AHWB8H9JRD7X21DMZQ&psc=1&refRID=B3AHWB8H9JRD7X21DMZQ'}]",/TREBLAB-Z2-Headphones-Cancelling-Auriculares/product-reviews/B07V38STVL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1049,B07V38STVL,"TREBLAB Z2 - Bluetooth Headphones Over Ear | 35H Battery Life | Active Noise Cancelling Headphones with Microphone | Wireless Headphones for Work, Travel, TV, PC, Phone Calls",Z2,,6.4 x 3.2 x 8 ,,,"[{'info': '4.4 out of 5 stars', 'value': '3,057 ratings'}]",1 Lithium ion batteries required. (included),"July 9, 2019",,Brand: Treblab,/Treblab/b/ref=bl_dp_s_web_13884770011?ie=UTF8&node=13884770011&field-lbr_brands_browse-bin=Treblab,"[{'info': 'True Wireless Earbuds TREBLAB X5 Bluetooth 5.0 with Microphone 35H Playtime Noise Cancelling…', 'value': '/TREBLAB-X5-Microphone-Bluetooth-Listening/dp/B086WL5VJ9/ref=pd_bxgy_2/147-2967718-7921854?_encoding=UTF8&pd_rd_i=B086WL5VJ9&pd_rd_r=2b4ebb96-22cd-418a-a962-f741de7c5dfb&pd_rd_w=Xi9Fr&pd_rd_wg=T0Oyl&pf_rd_p=bd257e40-8799-42ac-88d0-f76e0faf3886&pf_rd_r=GGEK421XC8FWMV96X74W&psc=1&refRID=GGEK421XC8FWMV96X74W'}]",/TREBLAB-Z2-Headphones-Cancelling-Auriculares/product-reviews/B07V38STVL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1050,B07V3F3ZCZ,"ELEGIANT Bluetooth 5.0 Transmitter Receiver Wireless Audio Adapter Low Latency Pair 2 Headphones at Once Built-in Mic, LED Indicator, Optical TOSLINK 3.5mm AUX RCA for TV Home Stereo System(Black)",ELEGIANTFurmores4837,,2.99 x 2.68 x 0.76 ,,,"[{'info': '4.2 out of 5 stars', 'value': '6,754 ratings'}]",,"July 10, 2019",,Furmoresa,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1RS0JMDI1W43Y&isAmazonFulfilled=1,"[{'info': 'TaoTronics Bluetooth 5.0 Transmitter and Receiver, 2-in-1 Wireless 3.5mm Adapter (Low Latency, 2…', 'value': '/TaoTronics-Bluetooth-Transmitter-Receiver-Simultaneously/dp/B01EHSX28M/ref=pd_bxgy_2/133-7094052-2130346?_encoding=UTF8&pd_rd_i=B01EHSX28M&pd_rd_r=6d05b4f3-cb04-4123-bd8e-5614ac25f0ed&pd_rd_w=sEwHS&pd_rd_wg=KR8B8&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=PXRPX579ZC72J0CJZD4H&psc=1&refRID=PXRPX579ZC72J0CJZD4H'}]",https://www.amazon.com/ELEGIANT-Bluetooth-Transmitter-Headphones-Microphone/product-reviews/B07V3F3ZCZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1051,B07V3LPQW3,LUXMO Bluetooth Stereo Headset w/Noise Cancelling. Lightweight and Foldable. Great for Office use/Call Centers/Truck Drivers/Skype & Zoom Meeting. New Model: BH-M20C,,,6.3 x 5.7 x 2.2 ,,,"[{'info': '4.1 out of 5 stars', 'value': '451 ratings'}]",1 Lithium ion batteries required. (included),"July 11, 2019",,Redtag Accessories (USA Merchant),https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1P642VDWJC0GN&isAmazonFulfilled=1,"[{'info': 'TP-Link USB Bluetooth Adapter for PC(UB400), 4.0 Bluetooth Dongle Receiver Support Windows 10/8.1/8…', 'value': '/TP-Link-Bluetooth-Receiver-Controllers-UB400/dp/B07V1SZCY6/ref=pd_bxgy_2/135-7809813-8344830?_encoding=UTF8&pd_rd_i=B07V1SZCY6&pd_rd_r=37c86d31-8f28-48f7-a5d0-72e90948d764&pd_rd_w=SluWc&pd_rd_wg=B3AVF&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=W4H3A9D6PZH2CQXXCES8&psc=1&refRID=W4H3A9D6PZH2CQXXCES8'}]",
1052,B07V3NNSWH,"Motorola Ververap 200 Wireless in-Ear Headphones, Compatible with Alexa - Black/Grey",SH029BG,8.6 x 6.8 x 1.7 inches,,,,"[{'info': '4.1 out of 5 stars', 'value': '24 ratings'}]",1 Lithium ion batteries required. (included),"July 11, 2019",,bluehazeny,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AL80PF8AP0YG&isAmazonFulfilled=1,"[{'info': 'Motorola Verve Loop 500 ANC Sweat & Water Resistant Stereo Bluetooth 4.2 Earbuds ""Siri & Google…', 'value': '/Motorola-VerveLoop-Wireless-Resistant-Compatible/dp/B076VVHXXZ/ref=pd_day0fbt_2/135-2277809-2262930?_encoding=UTF8&pd_rd_i=B076VVHXXZ&pd_rd_r=ac109540-5411-49ff-b829-6f90d63a6eb2&pd_rd_w=M9frG&pd_rd_wg=sBwLT&pf_rd_p=6a05ef20-9a93-4152-93b4-38b758e10220&pf_rd_r=H1NR47KA41347GEGKZ0E&psc=1&refRID=H1NR47KA41347GEGKZ0E'}]",
1053,B07V44DQDD,"USB C to 3.5mm Headphone Audio Adapter with USB C PD 3.0 Charging Port iNassen 3.5mm Audio + Type-C Charge Adapter USB-C Audio Adapter for Samsung S20/S20 Ultra/Note10/Note20, Pixel 4 3 2 XL and More",,3.7 x 2.83 x 0.71 inches,,,,"[{'info': '4.3 out of 5 stars', 'value': '1,194 ratings'}]",,"August 8, 2019",,Heetan,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3KOXIIS8TMX8U&isAmazonFulfilled=1,"[{'info': 'Syncwire 3.5mm Nylon Braided Aux Cable (3.3ft/1m,Hi-Fi Sound), Audio Auxiliary Input Adapter Male to…', 'value': '/Syncwire-Braided-Auxiliary-Adapter-Headphones/dp/B01I0SI1SG/ref=pd_bxgy_2/130-3465586-9365853?_encoding=UTF8&pd_rd_i=B01I0SI1SG&pd_rd_r=e80983c5-712f-4322-93db-9ffad58513f8&pd_rd_w=ceQFf&pd_rd_wg=k80BV&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=0MWJWHN4W175V9GYG6T3&psc=1&refRID=0MWJWHN4W175V9GYG6T3'}]",https://www.amazon.com/Dafanbe-Headphone-Adapter-Compatible-Samsung/product-reviews/B07V44DQDD/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1054,B07V4XFLMM,AAOTOKK 3.5mm Headphone Y Splitter Adapter Gold Plated 4 Pole 3.5mm Male to 3.5MM Headphone+Microphone (MIC) Female Plugs Audio Stereo Converter(2-Pack),,,2.01 x 1.02 x 0.43 ,,,"[{'info': '4.2 out of 5 stars', 'value': '192 ratings'}]",,"July 13, 2019",,AAOTOKK,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2CALFMLWSNEFJ&isAmazonFulfilled=1,"[{'info': 'MillSO Headphone Mic Splitter, 3.5mm Headset Adapter (Microphone + Audio) 2 TRS Female to TRRS Male…', 'value': '/MillSO-Headphone-Splitter-Adapter-Compatible/dp/B071DMCZQF/ref=pd_bxgy_2/144-2791788-6279304?_encoding=UTF8&pd_rd_i=B071DMCZQF&pd_rd_r=39992f95-4aa0-4ce4-bf38-cfa43162991a&pd_rd_w=qht1a&pd_rd_wg=7C6Yc&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=WAGV5Z62H0FXQZ83NYKF&psc=1&refRID=WAGV5Z62H0FXQZ83NYKF'}]",https://www.amazon.com/AAOTOKK-Headphone-Splitter-Microphone-Converter/product-reviews/B07V4XFLMM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1055,B07V5Y53BG,"Mifanstech V-10 Gaming Headset for Xbox One Playstation PS4 PS5 PC - 3.5mm Surround Sound, Noise Reduction Game Headphone with Microphone and Volume Control for Laptop, Tablet,Switch Games",V10,,9.25 x 8.27 x 4.72 ,,,"[{'info': '4.5 out of 5 stars', 'value': '4,704 ratings'}]",,"July 12, 2019",,Mifanstech,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A63J23IZYHRZY&isAmazonFulfilled=1,"[{'info': 'RUNMUS K8 Gaming Headset for PS4, Xbox One, PC Headset w/Surround Sound, Noise Canceling Over Ear…', 'value': '/RUNMUS-Nintendo-Headphones-Canceling-Microphone/dp/B07DPG774K/ref=pd_bxgy_2/131-8491723-6269132?_encoding=UTF8&pd_rd_i=B07DPG774K&pd_rd_r=e4fc4040-8d16-4059-aa33-7c95527acf76&pd_rd_w=giHPV&pd_rd_wg=OebiY&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=9S8V2Z6A2AKX2R5QB2DH&psc=1&refRID=9S8V2Z6A2AKX2R5QB2DH'}]",https://www.amazon.com/Mifanstech-V-10-Gaming-Headset-Playstation/product-reviews/B07V5Y53BG/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1056,B07V65PN3W,Wireless Earbuds Bluetooth 5.0 Headphones with Microphone Touch Control in-Ear Wireless Earphones with Charging Case Noise Cancelling Waterproof Bluetooth Headset for Android iOS iPhone Samsung Black,KET00503,,2.17 x 2.01 x 0.94 ,,,"[{'info': '3.7 out of 5 stars', 'value': '1,709 ratings'}]",3 Lithium Polymer batteries required. (included),"July 15, 2019",,kuerting,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2GX2I4EXY7LR7&isAmazonFulfilled=1,"[{'info': 'Bluetooth 5.0 Wireless Earbuds, Bluedio Hi(Hurricane) TWS Wireless Earbud Headphones in-Ear…', 'value': '/Bluetooth-Bluedio-Hurricane-Headphones-Earphones/dp/B07TBRYDBV/ref=pd_bxgy_2/135-1592861-4386600?_encoding=UTF8&pd_rd_i=B07TBRYDBV&pd_rd_r=ea2d8d07-3de8-495a-b879-b4923939c753&pd_rd_w=6na4n&pd_rd_wg=oOXpr&pf_rd_p=bd257e40-8799-42ac-88d0-f76e0faf3886&pf_rd_r=X5V1KFD6JTKQ79M9JDPV&psc=1&refRID=X5V1KFD6JTKQ79M9JDPV'}]",https://www.amazon.com/Bluetooth-Headphone-Microphone-Cancelling-Waterproof/product-reviews/B07V65PN3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1057,B07VB6NMG6,ONANOFF BuddyPhones Connect Foldable - Kids Volume Limiting Headphones - Built-in Audio Sharing Cable and in-Line Mic - Compatib,BP-CO-PINK-01-K,,6 x 8 x 2 ,,,"[{'info': '4.4 out of 5 stars', 'value': '59 ratings'}]",,"July 19, 2019",No,NOAHSARK444,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3I872VPKBSXKP&isAmazonFulfilled=1,"[{'info': 'ONANOFF BuddyPhones Explore Foldable, Volume-Limiting Kids Headphones with Travel Bag, Built-In…', 'value': '/BuddyPhones-Explore-Foldable-Built-Line/dp/B01FRLCX7O/ref=pd_day0fbt_2/139-8308979-9846753?_encoding=UTF8&pd_rd_i=B01FRLCX7O&pd_rd_r=6dfa0971-fb21-4864-b863-925b2e0c35f4&pd_rd_w=r1O6r&pd_rd_wg=W0jo2&pf_rd_p=6a05ef20-9a93-4152-93b4-38b758e10220&pf_rd_r=HRSDA4VT3M3R2Q68YHAF&psc=1&refRID=HRSDA4VT3M3R2Q68YHAF'}]",https://www.amazon.com/ONANOFF-BuddyPhones-Connect-Foldable-Built/product-reviews/B07VB6NMG6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1058,B07VBGG7X6,"Disney Frozen 2 Kids Headphones Fashion with Built in Microphone, Stream Audio Playback Disney Plus, Anna Elsa Adjustable Kids Headband Home Travel or Toys , Compatible with Apple Samsung Tablets",M48,,5 x 3 x 6 ,"#1,395 in Over-Ear Headphones",4.5,"[{'info': '4.5 out of 5 stars', 'value': '504 ratings'}]",,,, eKids,/stores/eKids/page/E0CBECCE-78D3-407A-91C1-64EB968B9CB9?ref_=ast_bln,"[{'info': 'Frozen 2 Kids Headphones, Adjustable Headband, Stereo Sound, 3.5Mm Jack, Wired Headphones for Kids…', 'value': '/Headphones-Adjustable-Headband-Tangle-Free-Childrens/dp/B07TWQSFG2/ref=pd_bxgy_2/146-9365279-4339142?_encoding=UTF8&pd_rd_i=B07TWQSFG2&pd_rd_r=be23d848-4b4b-4e38-8f25-c931e8288212&pd_rd_w=2YV6m&pd_rd_wg=mIe3P&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=EWETJH47DX5G60CWH3PR&psc=1&refRID=EWETJH47DX5G60CWH3PR'}]",/Headphones-Microphone-Playback-Adjustable-Compatible/product-reviews/B07VBGG7X6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1059,B07VBGH1K4,Aircom A6 Anti-Radiation Air Tube Headphone - Airflow Audio Technology for Premium Sound and EMF Protection – Wooden Earbuds with Built-in Microphone,,7.52 x 4.02 x 1.46 inches,,,,"[{'info': '3.7 out of 5 stars', 'value': '30 ratings'}]",,"July 18, 2019",,Aircom Audio,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2YHPBGRQ89WI4&isAmazonFulfilled=1,"[{'info': 'Aircom A3 Active Air Tube Headphones - Anti-Radiation Wired Sports Earbuds with Airflow Audio…', 'value': '/Aircom-Active-Stereo-Earphone-Anti-Radiation/dp/B07VGTH85H/ref=pd_bxgy_2/130-0074825-6854804?_encoding=UTF8&pd_rd_i=B07VGTH85H&pd_rd_r=42919261-5830-43d0-b11f-5cf10db3a832&pd_rd_w=ww69S&pd_rd_wg=a2HWx&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=36AMD90ZTAX0JYQWJ9R1&psc=1&refRID=36AMD90ZTAX0JYQWJ9R1'}]",
